"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"04/02/2024 00:00","CAPITL",61757,22.78,0.53,0.00
"04/02/2024 00:00","CENTRL",61754,22.24,-0.02,0.00
"04/02/2024 00:00","DUNWOD",61760,23.03,0.78,0.00
"04/02/2024 00:00","GENESE",61753,22.10,-0.16,0.00
"04/02/2024 00:00","H Q",61844,22.32,0.07,0.00
"04/02/2024 00:00","HUD VL",61758,23.03,0.77,0.00
"04/02/2024 00:00","LONGIL",61762,22.96,0.70,0.00
"04/02/2024 00:00","MHK VL",61756,22.80,0.54,0.00
"04/02/2024 00:00","MILLWD",61759,23.00,0.74,0.00
"04/02/2024 00:00","N.Y.C.",61761,23.14,0.89,0.00
"04/02/2024 00:00","NORTH",61755,22.64,0.38,0.00
"04/02/2024 00:00","NPX",61845,22.65,0.40,0.00
"04/02/2024 00:00","O H",61846,22.03,-0.23,0.00
"04/02/2024 00:00","PJM",61847,22.56,0.30,0.00
"04/02/2024 00:00","WEST",61752,22.51,0.25,0.00
"04/02/2024 01:00","CAPITL",61757,21.06,0.48,0.00
"04/02/2024 01:00","CENTRL",61754,20.59,0.01,0.00
"04/02/2024 01:00","DUNWOD",61760,21.29,0.70,0.00
"04/02/2024 01:00","GENESE",61753,20.41,-0.17,0.00
"04/02/2024 01:00","H Q",61844,20.63,0.05,0.00
"04/02/2024 01:00","HUD VL",61758,21.28,0.70,0.00
"04/02/2024 01:00","LONGIL",61762,21.41,0.83,0.00
"04/02/2024 01:00","MHK VL",61756,21.06,0.48,0.00
"04/02/2024 01:00","MILLWD",61759,21.25,0.67,0.00
"04/02/2024 01:00","N.Y.C.",61761,21.37,0.79,0.00
"04/02/2024 01:00","NORTH",61755,20.93,0.35,0.00
"04/02/2024 01:00","NPX",61845,20.95,0.37,0.00
"04/02/2024 01:00","O H",61846,20.34,-0.24,0.00
"04/02/2024 01:00","PJM",61847,20.85,0.27,0.00
"04/02/2024 01:00","WEST",61752,20.76,0.18,0.00
"04/02/2024 02:00","CAPITL",61757,20.70,0.50,0.00
"04/02/2024 02:00","CENTRL",61754,20.16,-0.04,0.00
"04/02/2024 02:00","DUNWOD",61760,20.91,0.71,0.00
"04/02/2024 02:00","GENESE",61753,19.92,-0.27,0.00
"04/02/2024 02:00","H Q",61844,20.25,0.05,0.00
"04/02/2024 02:00","HUD VL",61758,20.90,0.70,0.00
"04/02/2024 02:00","LONGIL",61762,21.04,0.84,0.00
"04/02/2024 02:00","MHK VL",61756,20.67,0.48,0.00
"04/02/2024 02:00","MILLWD",61759,20.89,0.69,0.00
"04/02/2024 02:00","N.Y.C.",61761,21.00,0.80,0.00
"04/02/2024 02:00","NORTH",61755,20.50,0.30,0.00
"04/02/2024 02:00","NPX",61845,20.61,0.41,0.00
"04/02/2024 02:00","O H",61846,19.81,-0.38,0.00
"04/02/2024 02:00","PJM",61847,20.41,0.22,0.00
"04/02/2024 02:00","WEST",61752,20.21,0.02,0.00
"04/02/2024 03:00","CAPITL",61757,19.67,0.51,0.00
"04/02/2024 03:00","CENTRL",61754,19.10,-0.05,0.00
"04/02/2024 03:00","DUNWOD",61760,19.87,0.71,0.00
"04/02/2024 03:00","GENESE",61753,18.85,-0.30,0.00
"04/02/2024 03:00","H Q",61844,19.17,0.02,0.00
"04/02/2024 03:00","HUD VL",61758,19.84,0.69,0.00
"04/02/2024 03:00","LONGIL",61762,19.89,0.74,0.00
"04/02/2024 03:00","MHK VL",61756,19.61,0.46,0.00
"04/02/2024 03:00","MILLWD",61759,19.84,0.68,0.00
"04/02/2024 03:00","N.Y.C.",61761,19.97,0.81,0.00
"04/02/2024 03:00","NORTH",61755,19.35,0.20,0.00
"04/02/2024 03:00","NPX",61845,19.58,0.43,0.00
"04/02/2024 03:00","O H",61846,18.73,-0.43,0.00
"04/02/2024 03:00","PJM",61847,19.37,0.21,0.00
"04/02/2024 03:00","WEST",61752,19.11,-0.04,0.00
"04/02/2024 04:00","CAPITL",61757,20.56,0.55,0.00
"04/02/2024 04:00","CENTRL",61754,20.01,0.00,0.00
"04/02/2024 04:00","DUNWOD",61760,20.72,0.71,0.00
"04/02/2024 04:00","GENESE",61753,19.80,-0.20,0.00
"04/02/2024 04:00","H Q",61844,20.01,0.00,0.00
"04/02/2024 04:00","HUD VL",61758,20.71,0.71,0.00
"04/02/2024 04:00","LONGIL",61762,20.74,0.73,0.00
"04/02/2024 04:00","MHK VL",61756,20.52,0.51,0.00
"04/02/2024 04:00","MILLWD",61759,20.70,0.69,0.00
"04/02/2024 04:00","N.Y.C.",61761,20.79,0.79,0.00
