"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"04/21/2024 00:00","CAPITL",61757,18.30,0.37,0.00
"04/21/2024 00:00","CENTRL",61754,17.95,0.02,0.00
"04/21/2024 00:00","DUNWOD",61760,18.89,0.95,0.00
"04/21/2024 00:00","GENESE",61753,17.72,-0.22,0.00
"04/21/2024 00:00","H Q",61844,17.86,-0.07,0.00
"04/21/2024 00:00","HUD VL",61758,18.80,0.86,0.00
"04/21/2024 00:00","LONGIL",61762,19.09,1.16,0.00
"04/21/2024 00:00","MHK VL",61756,18.14,0.21,0.00
"04/21/2024 00:00","MILLWD",61759,18.83,0.90,0.00
"04/21/2024 00:00","N.Y.C.",61761,19.00,1.07,0.00
"04/21/2024 00:00","NORTH",61755,17.58,-0.35,0.00
"04/21/2024 00:00","NPX",61845,18.01,0.46,0.38
"04/21/2024 00:00","O H",61846,17.46,-0.48,0.00
"04/21/2024 00:00","PJM",61847,18.19,0.26,0.00
"04/21/2024 00:00","WEST",61752,17.81,-0.12,0.00
"04/21/2024 01:00","CAPITL",61757,17.45,0.33,0.00
"04/21/2024 01:00","CENTRL",61754,17.15,0.04,0.00
"04/21/2024 01:00","DUNWOD",61760,17.95,0.83,0.00
"04/21/2024 01:00","GENESE",61753,16.93,-0.18,0.00
"04/21/2024 01:00","H Q",61844,17.07,-0.05,0.00
"04/21/2024 01:00","HUD VL",61758,17.88,0.77,0.00
"04/21/2024 01:00","LONGIL",61762,17.98,0.86,0.00
"04/21/2024 01:00","MHK VL",61756,17.35,0.24,0.00
"04/21/2024 01:00","MILLWD",61759,17.90,0.78,0.00
"04/21/2024 01:00","N.Y.C.",61761,18.04,0.93,0.00
"04/21/2024 01:00","NORTH",61755,16.87,-0.24,0.00
"04/21/2024 01:00","NPX",61845,17.42,0.40,0.09
"04/21/2024 01:00","O H",61846,16.73,-0.39,0.00
"04/21/2024 01:00","PJM",61847,17.35,0.23,0.00
"04/21/2024 01:00","WEST",61752,17.06,-0.05,0.00
"04/21/2024 02:00","CAPITL",61757,17.69,0.28,0.00
"04/21/2024 02:00","CENTRL",61754,17.50,0.09,0.00
"04/21/2024 02:00","DUNWOD",61760,18.13,0.71,0.00
"04/21/2024 02:00","GENESE",61753,17.34,-0.07,0.00
"04/21/2024 02:00","H Q",61844,17.42,0.00,0.00
"04/21/2024 02:00","HUD VL",61758,18.08,0.67,0.00
"04/21/2024 02:00","LONGIL",61762,18.27,0.85,0.00
"04/21/2024 02:00","MHK VL",61756,17.72,0.31,0.00
"04/21/2024 02:00","MILLWD",61759,18.08,0.67,0.00
"04/21/2024 02:00","N.Y.C.",61761,18.19,0.77,0.00
"04/21/2024 02:00","NORTH",61755,17.28,-0.14,0.00
"04/21/2024 02:00","NPX",61845,17.70,0.29,0.00
"04/21/2024 02:00","O H",61846,17.22,-0.20,0.00
"04/21/2024 02:00","PJM",61847,17.65,0.24,0.00
"04/21/2024 02:00","WEST",61752,17.55,0.13,0.00
"04/21/2024 03:00","CAPITL",61757,17.54,0.28,0.00
"04/21/2024 03:00","CENTRL",61754,17.35,0.09,0.00
"04/21/2024 03:00","DUNWOD",61760,17.92,0.67,0.00
"04/21/2024 03:00","GENESE",61753,17.20,-0.05,0.00
"04/21/2024 03:00","H Q",61844,17.25,0.00,0.00
"04/21/2024 03:00","HUD VL",61758,17.89,0.63,0.00
"04/21/2024 03:00","LONGIL",61762,18.04,0.79,0.00
"04/21/2024 03:00","MHK VL",61756,17.63,0.37,0.00
"04/21/2024 03:00","MILLWD",61759,17.88,0.63,0.00
"04/21/2024 03:00","N.Y.C.",61761,17.98,0.72,0.00
"04/21/2024 03:00","NORTH",61755,17.17,-0.08,0.00
"04/21/2024 03:00","NPX",61845,17.51,0.26,0.00
"04/21/2024 03:00","O H",61846,17.10,-0.15,0.00
"04/21/2024 03:00","PJM",61847,17.47,0.21,0.00
"04/21/2024 03:00","WEST",61752,17.42,0.16,0.00
"04/21/2024 04:00","CAPITL",61757,17.71,0.30,0.00
"04/21/2024 04:00","CENTRL",61754,17.56,0.15,0.00
"04/21/2024 04:00","DUNWOD",61760,18.09,0.69,0.00
"04/21/2024 04:00","GENESE",61753,17.44,0.03,0.00
"04/21/2024 04:00","H Q",61844,17.38,-0.03,0.00
"04/21/2024 04:00","HUD VL",61758,18.07,0.66,0.00
"04/21/2024 04:00","LONGIL",61762,18.18,0.77,0.00
"04/21/2024 04:00","MHK VL",61756,17.80,0.38,0.00
"04/21/2024 04:00","MILLWD",61759,18.06,0.65,0.00
"04/21/2024 04:00","N.Y.C.",61761,18.15,0.74,0.00
"04/21/2024 04:00","NORTH",61755,17.30,-0.12,0.00
"04/21/2024 04:00","NPX",61845,17.69,0.28,0.00
"04/21/2024 04:00","O H",61846,17.37,-0.04,0.00
"04/21/2024 04:00","PJM",61847,17.69,0.28,0.00
"04/21/2024 04:00","WEST",61752,17.69,0.28,0.00
"04/21/2024 05:00","CAPITL",61757,18.41,0.37,0.00
"04/21/2024 05:00","CENTRL",61754,18.13,0.09,0.00
"04/21/2024 05:00","DUNWOD",61760,18.77,0.73,0.00
"04/21/2024 05:00","GENESE",61753,17.98,-0.06,0.00
"04/21/2024 05:00","H Q",61844,18.01,-0.04,0.00
"04/21/2024 05:00","HUD VL",61758,18.76,0.71,0.00
"04/21/2024 05:00","LONGIL",61762,18.83,0.79,0.00
"04/21/2024 05:00","MHK VL",61756,18.43,0.39,0.00
"04/21/2024 05:00","MILLWD",61759,18.74,0.69,0.00
"04/21/2024 05:00","N.Y.C.",61761,18.80,0.76,0.00
"04/21/2024 05:00","NORTH",61755,18.00,-0.05,0.00
"04/21/2024 05:00","NPX",61845,18.40,0.36,0.00
"04/21/2024 05:00","O H",61846,17.83,-0.21,0.00
"04/21/2024 05:00","PJM",61847,18.27,0.23,0.00
"04/21/2024 05:00","WEST",61752,18.16,0.12,0.00
"04/21/2024 06:00","CAPITL",61757,20.23,0.45,0.00
"04/21/2024 06:00","CENTRL",61754,19.84,0.06,0.00
"04/21/2024 06:00","DUNWOD",61760,20.63,0.85,0.00
"04/21/2024 06:00","GENESE",61753,19.64,-0.14,0.00
"04/21/2024 06:00","H Q",61844,19.73,-0.05,0.00
"04/21/2024 06:00","HUD VL",61758,20.62,0.84,0.00
"04/21/2024 06:00","LONGIL",61762,20.59,0.81,0.00
"04/21/2024 06:00","MHK VL",61756,20.21,0.43,0.00
"04/21/2024 06:00","MILLWD",61759,20.60,0.82,0.00
"04/21/2024 06:00","N.Y.C.",61761,20.68,0.90,0.00
"04/21/2024 06:00","NORTH",61755,19.76,-0.02,0.00
"04/21/2024 06:00","NPX",61845,20.26,0.48,0.00
"04/21/2024 06:00","O H",61846,19.41,-0.37,0.00
"04/21/2024 06:00","PJM",61847,20.00,0.22,0.00
"04/21/2024 06:00","WEST",61752,19.75,-0.03,0.00
"04/21/2024 07:00","CAPITL",61757,20.76,0.39,0.00
"04/21/2024 07:00","CENTRL",61754,20.50,0.13,0.00
"04/21/2024 07:00","DUNWOD",61760,21.26,0.89,0.00
"04/21/2024 07:00","GENESE",61753,20.31,-0.06,0.00
"04/21/2024 07:00","H Q",61844,20.32,-0.05,0.00
"04/21/2024 07:00","HUD VL",61758,21.23,0.87,0.00
"04/21/2024 07:00","LONGIL",61762,21.33,0.97,0.00
"04/21/2024 07:00","MHK VL",61756,20.86,0.49,0.00
"04/21/2024 07:00","MILLWD",61759,21.23,0.86,0.00
"04/21/2024 07:00","N.Y.C.",61761,21.33,0.96,0.00
"04/21/2024 07:00","NORTH",61755,20.29,-0.07,0.00
"04/21/2024 07:00","NPX",61845,20.88,0.41,-0.11
"04/21/2024 07:00","O H",61846,20.32,-0.29,-0.24
"04/21/2024 07:00","PJM",61847,20.67,0.30,0.00
"04/21/2024 07:00","WEST",61752,20.45,0.08,0.00
"04/21/2024 08:00","CAPITL",61757,24.91,0.37,0.00
"04/21/2024 08:00","CENTRL",61754,24.77,0.22,0.00
"04/21/2024 08:00","DUNWOD",61760,25.71,1.16,0.00
"04/21/2024 08:00","GENESE",61753,24.45,-0.09,0.00
"04/21/2024 08:00","H Q",61844,24.47,-0.08,0.00
"04/21/2024 08:00","HUD VL",61758,25.64,1.09,0.00
"04/21/2024 08:00","LONGIL",61762,25.82,1.28,0.00
"04/21/2024 08:00","MHK VL",61756,25.13,0.59,0.00
"04/21/2024 08:00","MILLWD",61759,25.65,1.11,0.00
"04/21/2024 08:00","N.Y.C.",61761,25.83,1.28,0.00
"04/21/2024 08:00","NORTH",61755,24.30,-0.25,0.00
"04/21/2024 08:00","NPX",61845,21.90,0.43,3.09
"04/21/2024 08:00","O H",61846,24.11,-0.44,0.00
"04/21/2024 08:00","PJM",61847,25.03,0.48,0.00
"04/21/2024 08:00","WEST",61752,24.63,0.08,0.00
"04/21/2024 09:00","CAPITL",61757,28.40,0.54,0.00
"04/21/2024 09:00","CENTRL",61754,28.03,0.16,0.00
"04/21/2024 09:00","DUNWOD",61760,29.39,1.53,0.00
"04/21/2024 09:00","GENESE",61753,27.49,-0.37,0.00
"04/21/2024 09:00","H Q",61844,27.69,-0.17,0.00
"04/21/2024 09:00","HUD VL",61758,29.25,1.39,0.00
"04/21/2024 09:00","LONGIL",61762,29.73,1.87,0.00
"04/21/2024 09:00","MHK VL",61756,28.50,0.64,0.00
"04/21/2024 09:00","MILLWD",61759,29.33,1.47,0.00
"04/21/2024 09:00","N.Y.C.",61761,29.56,1.70,0.00
"04/21/2024 09:00","NORTH",61755,27.45,-0.41,0.00
"04/21/2024 09:00","NPX",61845,24.07,0.65,4.44
"04/21/2024 09:00","O H",61846,26.96,-0.90,0.00
"04/21/2024 09:00","PJM",61847,28.41,0.55,0.00
"04/21/2024 09:00","WEST",61752,27.56,-0.30,0.00
"04/21/2024 10:00","CAPITL",61757,31.32,0.75,0.00
"04/21/2024 10:00","CENTRL",61754,30.69,0.12,0.00
"04/21/2024 10:00","DUNWOD",61760,32.41,1.84,0.00
"04/21/2024 10:00","GENESE",61753,29.96,-0.60,0.00
"04/21/2024 10:00","H Q",61844,30.30,-0.27,0.00
"04/21/2024 10:00","HUD VL",61758,32.25,1.68,0.00
"04/21/2024 10:00","LONGIL",61762,32.83,2.26,-0.01
"04/21/2024 10:00","MHK VL",61756,31.20,0.64,0.00
"04/21/2024 10:00","MILLWD",61759,32.33,1.77,0.00
"04/21/2024 10:00","N.Y.C.",61761,32.58,2.02,0.00
"04/21/2024 10:00","NORTH",61755,29.75,-0.81,0.00
"04/21/2024 10:00","NPX",61845,25.47,0.86,5.96
"04/21/2024 10:00","O H",61846,29.31,-1.26,0.00
"04/21/2024 10:00","PJM",61847,31.22,0.65,0.00
"04/21/2024 10:00","WEST",61752,29.97,-0.60,0.00
"04/21/2024 11:00","CAPITL",61757,32.93,0.83,0.00
"04/21/2024 11:00","CENTRL",61754,32.10,0.00,0.00
"04/21/2024 11:00","DUNWOD",61760,33.91,1.82,0.00
"04/21/2024 11:00","GENESE",61753,31.23,-0.86,0.00
"04/21/2024 11:00","H Q",61844,31.93,-0.16,0.00
"04/21/2024 11:00","HUD VL",61758,33.78,1.69,0.00
"04/21/2024 11:00","LONGIL",61762,34.07,1.97,-0.01
"04/21/2024 11:00","MHK VL",61756,32.61,0.51,0.00
"04/21/2024 11:00","MILLWD",61759,33.85,1.75,0.00
"04/21/2024 11:00","N.Y.C.",61761,34.11,2.01,0.00
"04/21/2024 11:00","NORTH",61755,31.62,-0.48,0.00
"04/21/2024 11:00","NPX",61845,30.43,0.89,2.56
"04/21/2024 11:00","O H",61846,30.36,-1.74,0.00
"04/21/2024 11:00","PJM",61847,32.63,0.53,0.00
"04/21/2024 11:00","WEST",61752,31.08,-1.02,0.00
"04/21/2024 12:00","CAPITL",61757,29.99,0.75,0.00
"04/21/2024 12:00","CENTRL",61754,29.18,-0.07,0.00
"04/21/2024 12:00","DUNWOD",61760,30.82,1.58,0.00
"04/21/2024 12:00","GENESE",61753,28.42,-0.82,0.00
"04/21/2024 12:00","H Q",61844,29.34,-0.08,-0.17
"04/21/2024 12:00","HUD VL",61758,30.72,1.47,0.00
"04/21/2024 12:00","LONGIL",61762,30.93,1.65,-0.03
"04/21/2024 12:00","MHK VL",61756,29.67,0.43,0.00
"04/21/2024 12:00","MILLWD",61759,30.77,1.52,0.00
"04/21/2024 12:00","N.Y.C.",61761,30.97,1.72,0.00
"04/21/2024 12:00","NORTH",61755,28.91,-0.34,0.00
"04/21/2024 12:00","NPX",61845,30.26,0.84,-0.17
"04/21/2024 12:00","O H",61846,27.61,-1.63,0.00
"04/21/2024 12:00","PJM",61847,29.82,0.40,-0.17
"04/21/2024 12:00","WEST",61752,28.22,-1.02,0.00
"04/21/2024 13:00","CAPITL",61757,29.68,0.81,0.00
"04/21/2024 13:00","CENTRL",61754,28.70,-0.16,0.00
"04/21/2024 13:00","DUNWOD",61760,30.46,1.60,0.00
"04/21/2024 13:00","GENESE",61753,27.88,-0.99,0.00
"04/21/2024 13:00","H Q",61844,28.52,-0.12,0.23
"04/21/2024 13:00","HUD VL",61758,30.35,1.49,0.00
"04/21/2024 13:00","LONGIL",61762,30.51,1.64,-0.01
"04/21/2024 13:00","MHK VL",61756,29.31,0.44,0.00
"04/21/2024 13:00","MILLWD",61759,30.41,1.54,0.00
"04/21/2024 13:00","N.Y.C.",61761,30.60,1.73,0.00
"04/21/2024 13:00","NORTH",61755,28.38,-0.49,0.00
"04/21/2024 13:00","NPX",61845,29.64,0.94,0.17
"04/21/2024 13:00","O H",61846,27.06,-1.80,0.00
"04/21/2024 13:00","PJM",61847,28.93,0.29,0.23
"04/21/2024 13:00","WEST",61752,27.60,-1.27,0.00
"04/21/2024 14:00","CAPITL",61757,31.67,0.96,0.00
"04/21/2024 14:00","CENTRL",61754,30.43,-0.28,0.00
"04/21/2024 14:00","DUNWOD",61760,32.46,1.75,0.00
"04/21/2024 14:00","GENESE",61753,29.42,-1.29,0.00
"04/21/2024 14:00","H Q",61844,30.58,-0.14,0.00
"04/21/2024 14:00","HUD VL",61758,32.34,1.63,0.00
"04/21/2024 14:00","LONGIL",61762,32.49,1.78,-0.01
"04/21/2024 14:00","MHK VL",61756,31.20,0.49,0.00
"04/21/2024 14:00","MILLWD",61759,32.40,1.69,0.00
"04/21/2024 14:00","N.Y.C.",61761,32.57,1.86,0.00
"04/21/2024 14:00","NORTH",61755,30.15,-0.56,0.00
"04/21/2024 14:00","NPX",61845,32.01,1.21,-0.10
"04/21/2024 14:00","O H",61846,28.48,-2.23,0.00
"04/21/2024 14:00","PJM",61847,30.91,0.20,0.00
"04/21/2024 14:00","WEST",61752,28.99,-1.72,0.00
"04/21/2024 15:00","CAPITL",61757,19.98,0.60,0.00
"04/21/2024 15:00","CENTRL",61754,19.21,-0.17,0.00
"04/21/2024 15:00","DUNWOD",61760,20.64,1.25,0.00
"04/21/2024 15:00","GENESE",61753,18.63,-0.75,0.00
"04/21/2024 15:00","H Q",61844,19.28,-0.10,0.00
"04/21/2024 15:00","HUD VL",61758,20.51,1.13,0.00
"04/21/2024 15:00","LONGIL",61762,21.53,1.51,-0.65
"04/21/2024 15:00","MHK VL",61756,19.72,0.34,0.00
"04/21/2024 15:00","MILLWD",61759,20.59,1.21,0.00
"04/21/2024 15:00","N.Y.C.",61761,20.74,1.36,0.00
"04/21/2024 15:00","NORTH",61755,18.97,-0.41,0.00
"04/21/2024 15:00","NPX",61845,19.45,0.77,0.70
"04/21/2024 15:00","O H",61846,18.08,-1.30,0.00
"04/21/2024 15:00","PJM",61847,19.59,0.21,0.00
"04/21/2024 15:00","WEST",61752,18.38,-1.00,0.00
"04/21/2024 16:00","CAPITL",61757,22.48,0.66,0.00
"04/21/2024 16:00","CENTRL",61754,21.60,-0.22,0.00
"04/21/2024 16:00","DUNWOD",61760,23.26,1.45,0.00
"04/21/2024 16:00","GENESE",61753,20.95,-0.87,0.00
"04/21/2024 16:00","H Q",61844,21.69,-0.13,0.00
"04/21/2024 16:00","HUD VL",61758,23.14,1.32,0.00
"04/21/2024 16:00","LONGIL",61762,27.66,1.81,-4.04
"04/21/2024 16:00","MHK VL",61756,22.15,0.33,0.00
"04/21/2024 16:00","MILLWD",61759,23.20,1.39,0.00
"04/21/2024 16:00","N.Y.C.",61761,23.37,1.55,0.00
"04/21/2024 16:00","NORTH",61755,21.35,-0.46,0.00
"04/21/2024 16:00","NPX",61845,22.68,0.86,0.00
"04/21/2024 16:00","O H",61846,20.28,-1.53,0.00
"04/21/2024 16:00","PJM",61847,22.06,0.24,0.00
"04/21/2024 16:00","WEST",61752,20.64,-1.18,0.00
"04/21/2024 17:00","CAPITL",61757,24.20,0.73,0.00
"04/21/2024 17:00","CENTRL",61754,23.18,-0.29,0.00
"04/21/2024 17:00","DUNWOD",61760,25.01,1.54,0.00
"04/21/2024 17:00","GENESE",61753,22.34,-1.13,0.00
"04/21/2024 17:00","H Q",61844,23.35,-0.12,0.00
"04/21/2024 17:00","HUD VL",61758,24.89,1.43,0.00
"04/21/2024 17:00","LONGIL",61762,25.18,1.71,0.00
"04/21/2024 17:00","MHK VL",61756,23.86,0.39,0.00
"04/21/2024 17:00","MILLWD",61759,24.96,1.49,0.00
"04/21/2024 17:00","N.Y.C.",61761,25.12,1.65,0.00
"04/21/2024 17:00","NORTH",61755,23.11,-0.36,0.00
"04/21/2024 17:00","NPX",61845,24.46,0.98,0.00
"04/21/2024 17:00","O H",61846,21.48,-1.99,0.00
"04/21/2024 17:00","PJM",61847,27.57,0.12,-3.97
"04/21/2024 17:00","WEST",61752,21.91,-1.56,0.00
"04/21/2024 18:00","CAPITL",61757,24.54,0.82,0.00
"04/21/2024 18:00","CENTRL",61754,23.29,-0.42,0.00
"04/21/2024 18:00","DUNWOD",61760,25.33,1.61,0.00
"04/21/2024 18:00","GENESE",61753,22.35,-1.36,0.00
"04/21/2024 18:00","H Q",61844,23.60,-0.11,0.00
"04/21/2024 18:00","HUD VL",61758,25.20,1.49,0.00
"04/21/2024 18:00","LONGIL",61762,25.48,1.77,0.00
"04/21/2024 18:00","MHK VL",61756,24.11,0.40,0.00
"04/21/2024 18:00","MILLWD",61759,25.27,1.56,0.00
"04/21/2024 18:00","N.Y.C.",61761,25.42,1.71,0.00
"04/21/2024 18:00","NORTH",61755,23.41,-0.30,0.00
"04/21/2024 18:00","NPX",61845,28.16,1.14,-3.30
"04/21/2024 18:00","O H",61846,21.27,-2.45,0.00
"04/21/2024 18:00","PJM",61847,19.70,-0.07,3.94
"04/21/2024 18:00","WEST",61752,21.71,-2.01,0.00
"04/21/2024 19:00","CAPITL",61757,32.21,1.17,0.00
"04/21/2024 19:00","CENTRL",61754,30.80,-0.24,0.00
"04/21/2024 19:00","DUNWOD",61760,33.22,2.18,0.00
"04/21/2024 19:00","GENESE",61753,29.71,-1.33,0.00
"04/21/2024 19:00","H Q",61844,30.76,-0.28,0.00
"04/21/2024 19:00","HUD VL",61758,33.09,2.05,0.00
"04/21/2024 19:00","LONGIL",61762,33.38,2.34,0.00
"04/21/2024 19:00","MHK VL",61756,31.70,0.65,0.00
"04/21/2024 19:00","MILLWD",61759,33.15,2.11,0.00
"04/21/2024 19:00","N.Y.C.",61761,33.31,2.27,0.00
"04/21/2024 19:00","NORTH",61755,30.61,-0.44,0.00
"04/21/2024 19:00","NPX",61845,35.39,1.52,-2.82
"04/21/2024 19:00","O H",61846,28.38,-2.66,0.00
"04/21/2024 19:00","PJM",61847,31.22,0.18,0.00
"04/21/2024 19:00","WEST",61752,29.02,-2.03,0.00
"04/21/2024 20:00","CAPITL",61757,33.81,1.23,0.00
"04/21/2024 20:00","CENTRL",61754,32.47,-0.10,0.00
"04/21/2024 20:00","DUNWOD",61760,34.91,2.33,0.00
"04/21/2024 20:00","GENESE",61753,31.38,-1.20,0.00
"04/21/2024 20:00","H Q",61844,32.22,-0.36,0.00
"04/21/2024 20:00","HUD VL",61758,34.76,2.18,0.00
"04/21/2024 20:00","LONGIL",61762,35.06,2.48,0.00
"04/21/2024 20:00","MHK VL",61756,33.25,0.67,0.00
"04/21/2024 20:00","MILLWD",61759,34.84,2.26,0.00
"04/21/2024 20:00","N.Y.C.",61761,35.02,2.44,0.00
"04/21/2024 20:00","NORTH",61755,32.04,-0.54,0.00
"04/21/2024 20:00","NPX",61845,35.15,1.61,-0.96
"04/21/2024 20:00","O H",61846,29.99,-2.59,0.00
"04/21/2024 20:00","PJM",61847,32.89,0.31,0.00
"04/21/2024 20:00","WEST",61752,30.71,-1.87,0.00
"04/21/2024 21:00","CAPITL",61757,29.03,0.98,0.00
"04/21/2024 21:00","CENTRL",61754,27.97,-0.09,0.00
"04/21/2024 21:00","DUNWOD",61760,29.89,1.84,0.00
"04/21/2024 21:00","GENESE",61753,27.15,-0.90,0.00
"04/21/2024 21:00","H Q",61844,27.82,-0.23,0.00
"04/21/2024 21:00","HUD VL",61758,29.77,1.72,0.00
"04/21/2024 21:00","LONGIL",61762,30.01,1.96,0.00
"04/21/2024 21:00","MHK VL",61756,28.54,0.49,0.00
"04/21/2024 21:00","MILLWD",61759,29.82,1.77,0.00
"04/21/2024 21:00","N.Y.C.",61761,30.01,1.96,0.00
"04/21/2024 21:00","NORTH",61755,27.46,-0.60,0.00
"04/21/2024 21:00","NPX",61845,30.74,1.30,-1.39
"04/21/2024 21:00","O H",61846,26.09,-1.96,0.00
"04/21/2024 21:00","PJM",61847,28.27,0.22,0.00
"04/21/2024 21:00","WEST",61752,26.68,-1.38,0.00
"04/21/2024 22:00","CAPITL",61757,28.27,0.76,0.00
"04/21/2024 22:00","CENTRL",61754,27.33,-0.17,0.00
"04/21/2024 22:00","DUNWOD",61760,29.05,1.55,0.00
"04/21/2024 22:00","GENESE",61753,26.67,-0.83,0.00
"04/21/2024 22:00","H Q",61844,27.42,-0.08,0.00
"04/21/2024 22:00","HUD VL",61758,28.94,1.43,0.00
"04/21/2024 22:00","LONGIL",61762,29.11,1.61,0.00
"04/21/2024 22:00","MHK VL",61756,28.43,0.35,-0.58
"04/21/2024 22:00","MILLWD",61759,28.99,1.49,0.00
"04/21/2024 22:00","N.Y.C.",61761,29.17,1.67,0.00
"04/21/2024 22:00","NORTH",61755,21.91,-0.49,5.10
"04/21/2024 22:00","NPX",61845,28.58,1.04,-0.04
"04/21/2024 22:00","O H",61846,25.80,-1.70,0.00
"04/21/2024 22:00","PJM",61847,27.60,0.10,0.00
"04/21/2024 22:00","WEST",61752,26.32,-1.19,0.00
"04/21/2024 23:00","CAPITL",61757,26.27,0.56,0.00
"04/21/2024 23:00","CENTRL",61754,25.69,-0.02,0.00
"04/21/2024 23:00","DUNWOD",61760,27.02,1.31,0.00
"04/21/2024 23:00","GENESE",61753,25.41,-0.31,0.00
"04/21/2024 23:00","H Q",61844,25.66,-0.05,0.00
"04/21/2024 23:00","HUD VL",61758,26.92,1.21,0.00
"04/21/2024 23:00","LONGIL",61762,27.20,1.49,0.00
"04/21/2024 23:00","MHK VL",61756,26.59,0.28,-0.59
"04/21/2024 23:00","MILLWD",61759,26.95,1.24,0.00
"04/21/2024 23:00","N.Y.C.",61761,27.13,1.42,0.00
"04/21/2024 23:00","NORTH",61755,20.01,-0.42,5.29
