"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"04/30/2024 00:00","CAPITL",61757,18.02,0.61,0.00
"04/30/2024 00:00","CENTRL",61754,17.55,0.15,0.00
"04/30/2024 00:00","DUNWOD",61760,18.53,1.12,0.00
"04/30/2024 00:00","GENESE",61753,17.19,-0.22,0.00
"04/30/2024 00:00","H Q",61844,17.28,-0.12,0.00
"04/30/2024 00:00","HUD VL",61758,18.43,1.02,0.00
"04/30/2024 00:00","LONGIL",61762,22.27,1.41,-3.45
"04/30/2024 00:00","MHK VL",61756,17.75,0.34,0.00
"04/30/2024 00:00","MILLWD",61759,18.46,1.05,0.00
"04/30/2024 00:00","N.Y.C.",61761,18.56,1.15,0.00
"04/30/2024 00:00","NORTH",61755,17.17,-0.24,0.00
"04/30/2024 00:00","NPX",61845,18.44,0.83,-0.20
"04/30/2024 00:00","O H",61846,16.95,-0.45,0.00
"04/30/2024 00:00","PJM",61847,17.87,0.47,0.00
"04/30/2024 00:00","WEST",61752,17.34,-0.06,0.00
"04/30/2024 01:00","CAPITL",61757,17.55,0.60,0.00
"04/30/2024 01:00","CENTRL",61754,17.14,0.18,0.00
"04/30/2024 01:00","DUNWOD",61760,18.02,1.07,0.00
"04/30/2024 01:00","GENESE",61753,16.84,-0.12,0.00
"04/30/2024 01:00","H Q",61844,16.82,-0.13,0.00
"04/30/2024 01:00","HUD VL",61758,17.94,0.98,0.00
"04/30/2024 01:00","LONGIL",61762,20.17,1.33,-1.88
"04/30/2024 01:00","MHK VL",61756,17.25,0.29,0.00
"04/30/2024 01:00","MILLWD",61759,17.96,1.01,0.00
"04/30/2024 01:00","N.Y.C.",61761,18.05,1.09,0.00
"04/30/2024 01:00","NORTH",61755,16.66,-0.30,0.00
"04/30/2024 01:00","NPX",61845,18.03,0.83,-0.24
"04/30/2024 01:00","O H",61846,16.68,-0.28,0.00
"04/30/2024 01:00","PJM",61847,17.48,0.53,0.00
"04/30/2024 01:00","WEST",61752,17.04,0.08,0.00
"04/30/2024 02:00","CAPITL",61757,16.99,0.55,0.00
"04/30/2024 02:00","CENTRL",61754,16.60,0.17,0.00
"04/30/2024 02:00","DUNWOD",61760,17.36,0.93,0.00
"04/30/2024 02:00","GENESE",61753,16.42,-0.01,0.00
"04/30/2024 02:00","H Q",61844,16.32,-0.11,0.00
"04/30/2024 02:00","HUD VL",61758,17.29,0.85,0.00
"04/30/2024 02:00","LONGIL",61762,17.58,1.14,0.00
"04/30/2024 02:00","MHK VL",61756,16.74,0.31,0.00
"04/30/2024 02:00","MILLWD",61759,17.30,0.87,0.00
"04/30/2024 02:00","N.Y.C.",61761,17.37,0.94,0.00
"04/30/2024 02:00","NORTH",61755,16.20,-0.23,0.00
"04/30/2024 02:00","NPX",61845,19.48,0.74,-2.31
"04/30/2024 02:00","O H",61846,16.32,-0.11,0.00
"04/30/2024 02:00","PJM",61847,16.88,0.45,0.00
"04/30/2024 02:00","WEST",61752,16.65,0.21,0.00
"04/30/2024 03:00","CAPITL",61757,16.83,0.57,0.00
"04/30/2024 03:00","CENTRL",61754,16.51,0.25,0.00
"04/30/2024 03:00","DUNWOD",61760,17.19,0.93,0.00
"04/30/2024 03:00","GENESE",61753,16.47,0.21,0.00
"04/30/2024 03:00","H Q",61844,16.09,-0.17,0.00
"04/30/2024 03:00","HUD VL",61758,17.12,0.87,0.00
"04/30/2024 03:00","LONGIL",61762,17.39,1.13,0.00
"04/30/2024 03:00","MHK VL",61756,16.56,0.31,0.00
"04/30/2024 03:00","MILLWD",61759,17.14,0.88,0.00
"04/30/2024 03:00","N.Y.C.",61761,17.20,0.95,0.00
"04/30/2024 03:00","NORTH",61755,15.98,-0.27,0.00
"04/30/2024 03:00","NPX",61845,18.27,0.75,-1.26
"04/30/2024 03:00","O H",61846,16.45,0.19,0.00
"04/30/2024 03:00","PJM",61847,16.83,0.57,0.00
"04/30/2024 03:00","WEST",61752,16.79,0.53,0.00
"04/30/2024 04:00","CAPITL",61757,17.48,0.60,0.00
"04/30/2024 04:00","CENTRL",61754,17.15,0.27,0.00
"04/30/2024 04:00","DUNWOD",61760,17.86,0.98,0.00
"04/30/2024 04:00","GENESE",61753,17.09,0.20,0.00
"04/30/2024 04:00","H Q",61844,16.73,-0.15,0.00
"04/30/2024 04:00","HUD VL",61758,17.80,0.92,0.00
"04/30/2024 04:00","LONGIL",61762,18.09,1.20,-0.01
"04/30/2024 04:00","MHK VL",61756,17.27,0.38,0.00
"04/30/2024 04:00","MILLWD",61759,17.81,0.92,0.00
"04/30/2024 04:00","N.Y.C.",61761,17.87,0.99,0.00
