"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"08/13/2024 00:00","CAPITL",61757,22.04,0.64,0.00
"08/13/2024 00:00","CENTRL",61754,21.28,-0.12,0.00
"08/13/2024 00:00","DUNWOD",61760,22.35,0.95,0.00
"08/13/2024 00:00","GENESE",61753,20.88,-0.53,0.00
"08/13/2024 00:00","H Q",61844,21.17,0.01,0.24
"08/13/2024 00:00","HUD VL",61758,22.18,0.78,0.00
"08/13/2024 00:00","LONGIL",61762,22.42,1.01,0.00
"08/13/2024 00:00","MHK VL",61756,21.79,0.38,0.00
"08/13/2024 00:00","MILLWD",61759,22.26,0.86,0.00
"08/13/2024 00:00","N.Y.C.",61761,22.48,1.08,0.00
"08/13/2024 00:00","NORTH",61755,21.64,0.24,0.00
"08/13/2024 00:00","NPX",61845,21.72,0.56,0.24
"08/13/2024 00:00","O H",61846,19.72,-1.19,0.49
"08/13/2024 00:00","PJM",61847,21.11,-0.05,0.24
"08/13/2024 00:00","WEST",61752,20.67,-0.73,0.00
"08/13/2024 01:00","CAPITL",61757,22.62,0.64,0.00
"08/13/2024 01:00","CENTRL",61754,21.89,-0.09,0.00
"08/13/2024 01:00","DUNWOD",61760,22.78,0.81,0.00
"08/13/2024 01:00","GENESE",61753,21.57,-0.40,0.00
"08/13/2024 01:00","H Q",61844,22.03,0.05,0.00
"08/13/2024 01:00","HUD VL",61758,22.63,0.65,0.00
"08/13/2024 01:00","LONGIL",61762,22.88,0.90,0.00
"08/13/2024 01:00","MHK VL",61756,22.34,0.36,0.00
"08/13/2024 01:00","MILLWD",61759,22.69,0.71,0.00
"08/13/2024 01:00","N.Y.C.",61761,22.90,0.92,0.00
"08/13/2024 01:00","NORTH",61755,22.29,0.32,0.00
"08/13/2024 01:00","NPX",61845,22.50,0.53,0.00
"08/13/2024 01:00","O H",61846,21.02,-0.95,0.00
"08/13/2024 01:00","PJM",61847,21.91,-0.07,0.00
"08/13/2024 01:00","WEST",61752,21.46,-0.51,0.00
"08/13/2024 02:00","CAPITL",61757,21.12,0.68,0.00
"08/13/2024 02:00","CENTRL",61754,20.34,-0.11,0.00
"08/13/2024 02:00","DUNWOD",61760,21.15,0.71,0.00
"08/13/2024 02:00","GENESE",61753,19.99,-0.46,0.00
"08/13/2024 02:00","H Q",61844,20.47,0.02,0.00
"08/13/2024 02:00","HUD VL",61758,21.02,0.58,0.00
"08/13/2024 02:00","LONGIL",61762,21.13,0.68,0.00
"08/13/2024 02:00","MHK VL",61756,20.76,0.31,0.00
"08/13/2024 02:00","MILLWD",61759,21.07,0.62,0.00
"08/13/2024 02:00","N.Y.C.",61761,21.25,0.81,0.00
"08/13/2024 02:00","NORTH",61755,20.67,0.22,0.00
"08/13/2024 02:00","NPX",61845,20.97,0.53,0.00
"08/13/2024 02:00","O H",61846,19.46,-0.98,0.00
"08/13/2024 02:00","PJM",61847,20.31,-0.14,0.00
"08/13/2024 02:00","WEST",61752,19.87,-0.57,0.00
"08/13/2024 03:00","CAPITL",61757,19.19,0.63,0.00
"08/13/2024 03:00","CENTRL",61754,18.42,-0.13,0.00
"08/13/2024 03:00","DUNWOD",61760,19.23,0.68,0.00
"08/13/2024 03:00","GENESE",61753,18.04,-0.51,0.00
"08/13/2024 03:00","H Q",61844,18.56,0.01,0.00
"08/13/2024 03:00","HUD VL",61758,19.11,0.55,0.00
"08/13/2024 03:00","LONGIL",61762,19.36,0.80,0.00
"08/13/2024 03:00","MHK VL",61756,18.83,0.28,0.00
"08/13/2024 03:00","MILLWD",61759,19.15,0.60,0.00
"08/13/2024 03:00","N.Y.C.",61761,19.32,0.77,0.00
"08/13/2024 03:00","NORTH",61755,18.74,0.18,0.00
"08/13/2024 03:00","NPX",61845,19.07,0.52,0.00
"08/13/2024 03:00","O H",61846,17.53,-1.03,0.00
"08/13/2024 03:00","PJM",61847,18.40,-0.16,0.00
"08/13/2024 03:00","WEST",61752,17.88,-0.67,0.00
"08/13/2024 04:00","CAPITL",61757,20.25,0.67,0.00
"08/13/2024 04:00","CENTRL",61754,19.50,-0.09,0.00
"08/13/2024 04:00","DUNWOD",61760,20.23,0.65,0.00
"08/13/2024 04:00","GENESE",61753,19.15,-0.44,0.00
"08/13/2024 04:00","H Q",61844,19.58,0.00,0.00
"08/13/2024 04:00","HUD VL",61758,20.12,0.54,0.00
"08/13/2024 04:00","LONGIL",61762,20.29,0.71,0.00
"08/13/2024 04:00","MHK VL",61756,19.90,0.32,0.00
"08/13/2024 04:00","MILLWD",61759,20.16,0.57,0.00
"08/13/2024 04:00","N.Y.C.",61761,20.31,0.73,0.00
"08/13/2024 04:00","NORTH",61755,19.78,0.19,0.00
"08/13/2024 04:00","NPX",61845,20.11,0.53,0.00
"08/13/2024 04:00","O H",61846,18.64,-0.94,0.00
"08/13/2024 04:00","PJM",61847,18.52,-0.13,0.93
"08/13/2024 04:00","WEST",61752,19.03,-0.56,0.00
"08/13/2024 05:00","CAPITL",61757,24.44,0.73,0.00
"08/13/2024 05:00","CENTRL",61754,23.71,0.01,0.00
"08/13/2024 05:00","DUNWOD",61760,24.43,0.72,0.00
"08/13/2024 05:00","GENESE",61753,23.47,-0.23,0.00
"08/13/2024 05:00","H Q",61844,23.78,0.07,0.00
"08/13/2024 05:00","HUD VL",61758,24.31,0.60,0.00
"08/13/2024 05:00","LONGIL",61762,24.39,0.68,0.00
"08/13/2024 05:00","MHK VL",61756,24.13,0.42,0.00
"08/13/2024 05:00","MILLWD",61759,24.34,0.63,0.00
"08/13/2024 05:00","N.Y.C.",61761,24.53,0.83,0.00
"08/13/2024 05:00","NORTH",61755,24.05,0.34,0.00
"08/13/2024 05:00","NPX",61845,24.22,0.51,0.00
"08/13/2024 05:00","O H",61846,23.00,-0.71,0.00
"08/13/2024 05:00","PJM",61847,23.69,-0.02,0.00
"08/13/2024 05:00","WEST",61752,23.49,-0.22,0.00
"08/13/2024 06:00","CAPITL",61757,26.03,0.83,0.00
"08/13/2024 06:00","CENTRL",61754,25.18,-0.01,0.00
"08/13/2024 06:00","DUNWOD",61760,26.16,0.96,0.00
"08/13/2024 06:00","GENESE",61753,24.94,-0.25,0.00
"08/13/2024 06:00","H Q",61844,25.27,0.07,0.00
"08/13/2024 06:00","HUD VL",61758,26.00,0.81,0.00
"08/13/2024 06:00","LONGIL",61762,26.12,0.92,0.00
"08/13/2024 06:00","MHK VL",61756,25.72,0.53,0.00
"08/13/2024 06:00","MILLWD",61759,26.06,0.86,0.00
"08/13/2024 06:00","N.Y.C.",61761,26.30,1.10,0.00
"08/13/2024 06:00","NORTH",61755,25.59,0.39,0.00
"08/13/2024 06:00","NPX",61845,25.81,0.61,0.00
"08/13/2024 06:00","O H",61846,24.44,-0.76,0.00
