"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"05/04/2024 00:00","CAPITL",61757,23.03,0.65,0.00
"05/04/2024 00:00","CENTRL",61754,22.41,0.02,0.00
"05/04/2024 00:00","DUNWOD",61760,23.47,1.09,0.00
"05/04/2024 00:00","GENESE",61753,21.99,-0.39,0.00
"05/04/2024 00:00","H Q",61844,20.72,-0.03,1.63
"05/04/2024 00:00","HUD VL",61758,23.40,1.02,0.00
"05/04/2024 00:00","LONGIL",61762,23.77,1.39,0.00
"05/04/2024 00:00","MHK VL",61756,22.86,0.48,0.00
"05/04/2024 00:00","MILLWD",61759,23.42,1.04,0.00
"05/04/2024 00:00","N.Y.C.",61761,23.53,1.15,0.00
"05/04/2024 00:00","NORTH",61755,22.53,0.14,0.00
"05/04/2024 00:00","NPX",61845,20.89,0.76,2.26
"05/04/2024 00:00","O H",61846,21.65,-0.73,0.00
"05/04/2024 00:00","PJM",61847,13.25,0.29,9.42
"05/04/2024 00:00","WEST",61752,22.11,-0.27,0.00
"05/04/2024 01:00","CAPITL",61757,18.57,0.58,0.00
"05/04/2024 01:00","CENTRL",61754,17.96,-0.04,0.00
"05/04/2024 01:00","DUNWOD",61760,18.85,0.85,0.00
"05/04/2024 01:00","GENESE",61753,17.60,-0.40,0.00
"05/04/2024 01:00","H Q",61844,17.96,-0.04,0.00
"05/04/2024 01:00","HUD VL",61758,18.78,0.79,0.00
"05/04/2024 01:00","LONGIL",61762,19.85,1.11,-0.74
"05/04/2024 01:00","MHK VL",61756,18.35,0.35,0.00
"05/04/2024 01:00","MILLWD",61759,18.81,0.81,0.00
"05/04/2024 01:00","N.Y.C.",61761,18.89,0.89,0.00
"05/04/2024 01:00","NORTH",61755,18.06,0.07,0.00
"05/04/2024 01:00","NPX",61845,23.55,0.69,-4.86
"05/04/2024 01:00","O H",61846,17.33,-0.67,0.00
"05/04/2024 01:00","PJM",61847,18.15,0.15,0.00
"05/04/2024 01:00","WEST",61752,17.70,-0.30,0.00
"05/04/2024 02:00","CAPITL",61757,19.22,0.57,0.00
"05/04/2024 02:00","CENTRL",61754,18.66,0.01,0.00
