"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"12/29/2024 00:00","CAPITL",61757,27.63,1.18,0.00
"12/29/2024 00:00","CENTRL",61754,25.62,-0.84,0.00
"12/29/2024 00:00","DUNWOD",61760,27.76,1.30,0.00
"12/29/2024 00:00","GENESE",61753,24.33,-2.13,0.00
"12/29/2024 00:00","H Q",61844,26.70,0.24,0.00
"12/29/2024 00:00","HUD VL",61758,27.75,1.29,0.00
"12/29/2024 00:00","LONGIL",61762,28.20,1.74,0.00
"12/29/2024 00:00","MHK VL",61756,26.94,0.49,0.00
"12/29/2024 00:00","MILLWD",61759,27.71,1.25,0.00
"12/29/2024 00:00","N.Y.C.",61761,30.68,1.31,-2.92
"12/29/2024 00:00","NORTH",61755,26.97,0.51,0.00
"12/29/2024 00:00","NPX",61845,33.14,1.17,-5.51
"12/29/2024 00:00","O H",61846,23.09,-3.37,0.00
"12/29/2024 00:00","PJM",61847,25.81,-0.64,0.01
"12/29/2024 00:00","WEST",61752,23.62,-2.84,0.00
"12/29/2024 01:00","CAPITL",61757,28.00,1.15,0.00
"12/29/2024 01:00","CENTRL",61754,26.04,-0.81,0.00
"12/29/2024 01:00","DUNWOD",61760,28.11,1.26,0.00
"12/29/2024 01:00","GENESE",61753,24.75,-2.10,0.00
"12/29/2024 01:00","H Q",61844,27.09,0.24,0.00
"12/29/2024 01:00","HUD VL",61758,28.10,1.25,0.00
"12/29/2024 01:00","LONGIL",61762,28.56,1.71,0.00
"12/29/2024 01:00","MHK VL",61756,27.41,0.56,0.00
"12/29/2024 01:00","MILLWD",61759,28.07,1.22,0.00
"12/29/2024 01:00","N.Y.C.",61761,30.84,1.27,-2.71
"12/29/2024 01:00","NORTH",61755,27.34,0.49,0.00
"12/29/2024 01:00","NPX",61845,32.25,1.16,-4.24
"12/29/2024 01:00","O H",61846,23.54,-3.31,0.00
"12/29/2024 01:00","PJM",61847,24.13,-0.63,2.09
"12/29/2024 01:00","WEST",61752,24.11,-2.74,0.00
"12/29/2024 02:00","CAPITL",61757,30.93,1.19,0.00
"12/29/2024 02:00","CENTRL",61754,28.91,-0.83,0.00
"12/29/2024 02:00","DUNWOD",61760,30.94,1.20,0.00
"12/29/2024 02:00","GENESE",61753,27.52,-2.22,0.00
"12/29/2024 02:00","H Q",61844,30.06,0.32,0.00
"12/29/2024 02:00","HUD VL",61758,30.98,1.24,0.00
"12/29/2024 02:00","LONGIL",61762,31.26,1.51,0.00
"12/29/2024 02:00","MHK VL",61756,30.40,0.66,0.00
"12/29/2024 02:00","MILLWD",61759,30.90,1.16,0.00
"12/29/2024 02:00","N.Y.C.",61761,33.18,1.17,-2.27
"12/29/2024 02:00","NORTH",61755,30.41,0.67,0.00
"12/29/2024 02:00","NPX",61845,32.03,1.17,-1.12
"12/29/2024 02:00","O H",61846,26.25,-3.49,0.00
"12/29/2024 02:00","PJM",61847,22.96,-0.74,6.04
"12/29/2024 02:00","WEST",61752,26.89,-2.85,0.00
"12/29/2024 03:00","CAPITL",61757,26.71,1.03,0.00
"12/29/2024 03:00","CENTRL",61754,24.93,-0.75,0.00
"12/29/2024 03:00","DUNWOD",61760,26.78,1.09,0.00
"12/29/2024 03:00","GENESE",61753,23.66,-2.02,0.00
"12/29/2024 03:00","H Q",61844,25.95,0.27,0.00
"12/29/2024 03:00","HUD VL",61758,26.80,1.12,0.00
"12/29/2024 03:00","LONGIL",61762,27.08,1.40,0.00
"12/29/2024 03:00","MHK VL",61756,26.23,0.55,0.00
"12/29/2024 03:00","MILLWD",61759,26.75,1.07,0.00
"12/29/2024 03:00","N.Y.C.",61761,29.69,1.11,-2.91
"12/29/2024 03:00","NORTH",61755,26.24,0.55,0.00
"12/29/2024 03:00","NPX",61845,26.73,1.05,0.00
"12/29/2024 03:00","O H",61846,22.53,-3.16,0.00
"12/29/2024 03:00","PJM",61847,21.85,-0.65,3.19
"12/29/2024 03:00","WEST",61752,23.09,-2.59,0.00
"12/29/2024 04:00","CAPITL",61757,27.80,1.06,0.00
"12/29/2024 04:00","CENTRL",61754,26.01,-0.72,0.00
"12/29/2024 04:00","DUNWOD",61760,27.83,1.09,0.00
"12/29/2024 04:00","GENESE",61753,24.70,-2.04,0.00
"12/29/2024 04:00","H Q",61844,26.99,0.25,0.00
"12/29/2024 04:00","HUD VL",61758,27.87,1.13,0.00
"12/29/2024 04:00","LONGIL",61762,28.17,1.43,0.00
"12/29/2024 04:00","MHK VL",61756,27.33,0.60,0.00
"12/29/2024 04:00","MILLWD",61759,27.81,1.07,0.00
"12/29/2024 04:00","N.Y.C.",61761,30.46,1.09,-2.63
"12/29/2024 04:00","NORTH",61755,27.24,0.50,0.00
"12/29/2024 04:00","NPX",61845,27.79,1.05,0.00
"12/29/2024 04:00","O H",61846,23.50,-3.23,0.00
"12/29/2024 04:00","PJM",61847,19.70,-0.68,6.35
"12/29/2024 04:00","WEST",61752,24.08,-2.65,0.00
"12/29/2024 05:00","CAPITL",61757,27.90,1.05,0.00
"12/29/2024 05:00","CENTRL",61754,26.17,-0.69,0.00
"12/29/2024 05:00","DUNWOD",61760,27.89,1.04,0.00
"12/29/2024 05:00","GENESE",61753,24.94,-1.92,0.00
"12/29/2024 05:00","H Q",61844,27.12,0.26,0.00
"12/29/2024 05:00","HUD VL",61758,27.94,1.08,0.00
"12/29/2024 05:00","LONGIL",61762,28.26,1.41,0.00
"12/29/2024 05:00","MHK VL",61756,27.49,0.63,0.00
"12/29/2024 05:00","MILLWD",61759,27.88,1.02,0.00
"12/29/2024 05:00","N.Y.C.",61761,30.53,1.01,-2.66
"12/29/2024 05:00","NORTH",61755,27.37,0.51,0.00
"12/29/2024 05:00","NPX",61845,28.21,1.00,-0.34
"12/29/2024 05:00","O H",61846,23.79,-3.07,0.00
"12/29/2024 05:00","PJM",61847,18.74,-0.69,7.43
"12/29/2024 05:00","WEST",61752,24.36,-2.50,0.00
"12/29/2024 06:00","CAPITL",61757,26.96,1.03,0.00
"12/29/2024 06:00","CENTRL",61754,25.23,-0.70,0.00
