"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"03/24/2024 00:00","CAPITL",61757,29.81,0.82,0.57
"03/24/2024 00:00","CENTRL",61754,29.62,0.07,0.00
"03/24/2024 00:00","DUNWOD",61760,31.41,1.17,-0.68
"03/24/2024 00:00","GENESE",61753,29.16,-0.39,0.00
"03/24/2024 00:00","H Q",61844,29.62,0.07,0.00
"03/24/2024 00:00","HUD VL",61758,31.00,0.99,-0.45
"03/24/2024 00:00","LONGIL",61762,31.88,1.65,-0.68
"03/24/2024 00:00","MHK VL",61756,30.53,0.98,0.00
"03/24/2024 00:00","MILLWD",61759,31.32,1.10,-0.66
"03/24/2024 00:00","N.Y.C.",61761,31.58,1.35,-0.68
"03/24/2024 00:00","NORTH",61755,30.21,0.66,0.00
"03/24/2024 00:00","NPX",61845,24.87,0.08,4.77
"03/24/2024 00:00","O H",61846,28.62,-0.94,0.00
"03/24/2024 00:00","PJM",61847,30.12,0.20,-0.37
"03/24/2024 00:00","WEST",61752,29.36,-0.20,0.00
"03/24/2024 01:00","CAPITL",61757,35.17,0.93,0.34
"03/24/2024 01:00","CENTRL",61754,34.57,0.00,0.00
"03/24/2024 01:00","DUNWOD",61760,35.97,0.99,-0.41
"03/24/2024 01:00","GENESE",61753,34.06,-0.52,0.00
"03/24/2024 01:00","H Q",61844,34.74,0.17,0.00
"03/24/2024 01:00","HUD VL",61758,35.72,0.88,-0.27
"03/24/2024 01:00","LONGIL",61762,36.40,1.42,-0.40
"03/24/2024 01:00","MHK VL",61756,35.54,0.96,0.00
"03/24/2024 01:00","MILLWD",61759,35.94,0.97,-0.40
"03/24/2024 01:00","N.Y.C.",61761,36.09,1.11,-0.40
"03/24/2024 01:00","NORTH",61755,35.48,0.91,0.00
"03/24/2024 01:00","NPX",61845,31.77,0.04,2.84
"03/24/2024 01:00","O H",61846,33.47,-1.11,0.00
"03/24/2024 01:00","PJM",61847,34.78,-0.01,-0.22
"03/24/2024 01:00","WEST",61752,34.30,-0.27,0.00
"03/24/2024 02:00","CAPITL",61757,33.61,0.86,0.66
"03/24/2024 02:00","CENTRL",61754,33.52,0.10,0.00
"03/24/2024 02:00","DUNWOD",61760,35.10,0.90,-0.79
"03/24/2024 02:00","GENESE",61753,33.06,-0.35,0.00
"03/24/2024 02:00","H Q",61844,33.58,0.17,0.00
"03/24/2024 02:00","HUD VL",61758,34.76,0.82,-0.52
"03/24/2024 02:00","LONGIL",61762,35.53,1.33,-0.79
"03/24/2024 02:00","MHK VL",61756,34.39,0.97,0.00
"03/24/2024 02:00","MILLWD",61759,35.09,0.90,-0.78
"03/24/2024 02:00","N.Y.C.",61761,35.21,1.01,-0.79
"03/24/2024 02:00","NORTH",61755,34.21,0.80,0.00
"03/24/2024 02:00","NPX",61845,27.82,-0.05,5.55
"03/24/2024 02:00","O H",61846,32.59,-0.82,0.00
"03/24/2024 02:00","PJM",61847,33.90,0.07,-0.43
"03/24/2024 02:00","WEST",61752,33.39,-0.02,0.00
"03/24/2024 03:00","CAPITL",61757,29.89,0.80,0.18
"03/24/2024 03:00","CENTRL",61754,29.31,0.04,0.00
"03/24/2024 03:00","DUNWOD",61760,30.50,1.02,-0.21
"03/24/2024 03:00","GENESE",61753,28.89,-0.38,0.00
"03/24/2024 03:00","H Q",61844,29.38,0.11,0.00
"03/24/2024 03:00","HUD VL",61758,30.28,0.87,-0.14
"03/24/2024 03:00","LONGIL",61762,30.91,1.43,-0.21
"03/24/2024 03:00","MHK VL",61756,30.07,0.80,0.00
"03/24/2024 03:00","MILLWD",61759,30.46,0.98,-0.21
"03/24/2024 03:00","N.Y.C.",61761,30.71,1.22,-0.21
"03/24/2024 03:00","NORTH",61755,29.89,0.62,0.00
"03/24/2024 03:00","NPX",61845,27.88,0.10,1.49
"03/24/2024 03:00","O H",61846,28.43,-0.84,0.00
"03/24/2024 03:00","PJM",61847,29.51,0.12,-0.11
"03/24/2024 03:00","WEST",61752,29.14,-0.13,0.00
"03/24/2024 04:00","CAPITL",61757,32.90,0.84,0.51
"03/24/2024 04:00","CENTRL",61754,32.68,0.10,0.00
"03/24/2024 04:00","DUNWOD",61760,34.27,1.09,-0.61
"03/24/2024 04:00","GENESE",61753,32.34,-0.23,0.00
"03/24/2024 04:00","H Q",61844,32.69,0.12,0.00
